Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
6C91162,432317,426035,2,2019-09-12,09:15:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,21
6CL0578,430234,431975,2,2019-09-12,13:30:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,37
6C91162,432317,426035,2,2019-09-12,09:15:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
6C91033,430150,428094,2,2019-09-12,15:22:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,51
6C90408,429885,430767,2,2019-09-12,09:52:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,18
6C90408,429885,430767,2,2019-09-12,09:52:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,49
6C90806,428597,432793,2,2019-09-12,13:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,32
6C90500,426982,439897,2,2019-09-12,10:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Slight,Male,29
69D2178,429742,430780,2,2019-09-13,23:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,69
69D2178,429742,430780,2,2019-09-13,23:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,23
69D2296,433299,434047,1,2019-09-13,21:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,50
69D2178,429742,430780,2,2019-09-13,23:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Female,24
69D0352,435301,434819,2,2019-09-13,10:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
69D1277,429369,433755,3,2019-09-13,12:15:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,29
69D1277,429369,433755,3,2019-09-13,12:15:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,54
69D0575,424300,435338,2,2019-09-13,08:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,30
69K1469,426523,427467,1,2019-09-13,21:33:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Slight,Female,32
69D0352,435301,434819,2,2019-09-13,10:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,47
69E1996,421528,433982,2,2019-09-14,23:18:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,31
69E1996,421528,433982,2,2019-09-14,23:18:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,7
69F0738,420330,445551,2,2019-09-15,11:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,56
69F1555,433362,425594,1,2019-09-15,18:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,16
69F2063,437663,444945,1,2019-09-15,23:10:00,A,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Driver,Serious,Female,40
69E0604,443561,438096,3,2019-09-15,11:06:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,22
69E0604,443561,438096,3,2019-09-15,11:06:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,70
69G0074,430072,433369,1,2019-09-16,00:57:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,30
69G0441,428555,433367,2,2019-09-16,09:37:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,32
69G0465,424307,443947,1,2019-09-16,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,68
69G0692,428102,426660,2,2019-09-16,11:48:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,21
69G0975,432178,438852,2,2019-09-16,13:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,39
69G1039,425109,435552,1,2019-09-16,14:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,11
69G1901,428596,427781,2,2019-09-16,19:39:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,22
69J0861,431495,436228,2,2019-09-17,16:10:00,B,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,40
69H1307,424126,444006,2,2019-09-17,16:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,33
69I0538,430436,434915,2,2019-09-17,14:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,40
69H0428,430942,435678,2,2019-09-17,09:47:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
69H0350,430877,434255,2,2019-09-17,08:53:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,27
69H1307,424126,444006,2,2019-09-17,16:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,35
69H0599,426860,437747,2,2019-09-17,11:19:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,44
69I1422,430533,434502,2,2019-09-18,16:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Slight,Male,21
69I1278,418937,441940,2,2019-09-18,16:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,38
69I0280,431970,435823,2,2019-09-18,07:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,21
69I1492,432341,426349,2,2019-09-18,17:29:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,31
69I2038,428706,432806,2,2019-09-18,21:51:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Serious,Male,33
69J1866,418767,446467,2,2019-09-19,19:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,50
69J1941,427279,433073,2,2019-09-19,21:05:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,16
69J0100,428390,434070,2,2019-09-19,10:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,19
69J1336,430490,435976,2,2019-09-19,17:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,51
69J1336,430490,435976,2,2019-09-19,17:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,34
69J0953,432772,436856,1,2019-09-19,14:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Pedestrian,Serious,Female,86
69J1526,426326,428159,1,2019-09-19,18:20:00,B,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Pedestrian,Slight,Male,30
69K0853,430798,435342,2,2019-09-20,13:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
69K0384,430954,435884,1,2019-09-20,08:46:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,33
69K0853,430798,435342,2,2019-09-20,13:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,35
69K2059,430230,424102,2,2019-09-20,21:34:00,Motorway,Dry,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,46
69K1189,440556,447694,2,2019-09-20,15:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,71
69K1395,429240,433846,2,2019-09-20,14:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,27
69K1631,432080,438851,2,2019-09-20,14:55:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
69K1791,432996,436046,1,2019-09-20,17:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,35
69K0964,426015,428237,1,2019-09-20,13:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,35
69L2019,428140,432795,1,2019-09-21,21:47:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,82
69L1925,429566,433907,2,2019-09-21,19:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,22
69L1889,437036,441712,2,2019-09-21,20:48:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,76
69L1487,436937,435820,2,2019-09-21,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,8
69L1758,435903,436428,2,2019-09-21,19:38:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
69L0852,436469,434064,3,2019-09-21,12:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Male,40
69L0852,436469,434064,3,2019-09-21,12:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,41
69L0760,425957,438578,3,2019-09-21,11:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle - Unknown CC,Passenger,Serious,Male,24
69L0750,431558,432768,2,2019-09-21,11:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,35
69L0510,424384,434459,2,2019-09-21,09:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,32
69L1182,431526,434298,2,2019-09-21,15:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,26
69M0366,428097,434515,2,2019-09-22,05:53:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
69M0435,420549,444952,2,2019-09-22,07:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,45
69N0187,429189,431915,2,2019-09-23,05:50:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,31
69N0482,429457,433776,2,2019-09-23,10:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,58
69N0973,432183,426112,2,2019-09-23,14:20:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Serious,Male,50
69N1475,424003,434399,2,2019-09-23,17:35:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,29
69N1614,431223,427890,2,2019-09-23,18:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,18
69N1760,431292,435032,2,2019-09-23,18:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,51
69O1290,428782,433795,2,2019-09-24,16:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,32
69O1371,442230,434700,5,2019-09-24,17:48:00,B,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,40
69O0297,431822,436440,2,2019-09-24,07:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,40
69O1371,442230,434700,5,2019-09-24,17:48:00,B,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,23
69O1268,428156,435824,1,2019-09-24,16:55:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,19
69O0540,441202,448876,6,2019-09-24,11:00:00,A(M),Flood (3cm deep),Daylight: Street lights present,Raining without high winds,Goods vehicle 7.5 tonnes mgw and over,Passenger,Slight,Female,24
69O0540,441202,448876,6,2019-09-24,11:00:00,A(M),Flood (3cm deep),Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,24
69P0787,431288,432100,2,2019-09-24,18:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,44
69P0273,421087,434488,1,2019-09-25,07:53:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
69P1292,437069,437611,2,2019-09-25,16:43:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,28
6A50940,427190,435251,2,2019-09-25,15:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,9
69P0294,442686,445802,1,2019-09-25,08:05:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,11
69P0654,443385,438775,2,2019-09-25,11:50:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Driver,Slight,Male,59
69Q1430,424639,433563,2,2019-09-26,15:12:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,77
69R1430,430266,431232,1,2019-09-27,16:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Taxi/Private hire car,Pedestrian,Serious,Male,34
69R1599,428762,432740,2,2019-09-27,17:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver,Slight,Male,41
69R2037,431402,435029,2,2019-09-27,21:00:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
69R1825,434955,436362,2,2019-09-27,00:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Serious,Male,30
69S1352,431351,435060,2,2019-09-28,12:07:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,46
69S0658,429089,431247,2,2019-09-28,11:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,50
69R0866,419952,445398,1,2019-09-28,12:49:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,16
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Serious,Female,36
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Serious,Female,33
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,35
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,1
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,65
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,49
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,5
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,33
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,1
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,10
69T1275,422529,433996,2,2019-09-29,17:45:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,49
69T1376,431142,434408,4,2019-09-29,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,28
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,27
69T0470,424900,433480,2,2019-09-29,09:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,35
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,4
69T0667,430846,434032,2,2019-09-29,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,45
69O1962,426460,427821,2,2019-09-30,22:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Serious,Male,20
69U0375,427360,433748,2,2019-09-30,09:10:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
69U1697,422613,433533,2,2019-09-30,07:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,34
69U0493,430058,433628,1,2019-09-30,10:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Pedestrian,Slight,Female,31
69U0271,430820,433464,1,2019-09-30,08:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Pedestrian,Serious,Male,41
61A0359,435931,436473,2,2019-10-01,08:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,29
61A0359,435931,436473,2,2019-10-01,08:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,23
61A1192,419724,437029,2,2019-10-01,16:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Serious,Male,43
61A0620,431468,432543,2,2019-10-01,12:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,39
61A0698,418989,444837,2,2019-10-01,12:31:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,20
61A0620,431468,432543,2,2019-10-01,12:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,21
62A1491,436017,436581,1,2019-10-02,12:30:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,51
62A0650,440879,445707,1,2019-10-02,11:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Driver,Serious,Female,54
63A1574,436933,436354,2,2019-10-03,20:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Snowing with high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,17
63A1473,424681,438797,1,2019-10-03,19:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,34
63A0386,426793,432962,1,2019-10-03,05:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Serious,Female,18
63A0386,426793,432962,1,2019-10-03,05:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Serious,Male,24
64A0845,431114,435189,3,2019-10-04,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,20
64A1133,432731,427497,2,2019-10-04,16:44:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
64A0440,428799,430468,2,2019-10-04,10:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
64A0845,431114,435189,3,2019-10-04,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,17
64A1283,431383,424983,3,2019-10-04,17:47:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
64A0745,429048,432363,2,2019-10-04,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
65B0593,429586,434718,1,2019-10-05,10:00:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,58
65A1188,427943,436117,2,2019-10-05,16:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,51
65A1547,431067,434319,2,2019-10-05,19:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,37
65G1364,429780,438894,2,2019-10-05,06:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
65E0979,423035,435212,1,2019-10-05,15:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,14
66A0741,426470,427642,1,2019-10-06,12:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,82
66A0364,431488,429559,2,2019-10-06,08:58:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,11
66A0944,442984,427731,2,2019-10-06,14:15:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,55
66A1765,430438,434355,2,2019-10-06,20:43:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,29
66R0473,431919,430500,2,2019-10-06,09:27:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,38
66A0364,431488,429559,2,2019-10-06,08:58:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,11
66A0364,431488,429559,2,2019-10-06,08:58:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
67A1820,430012,432644,2,2019-10-07,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
67A0282,429775,435099,1,2019-10-07,07:24:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,48
67A1664,428577,427871,2,2019-10-07,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
68A1911,436138,435220,3,2019-10-08,21:47:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Female,17
68A1602,428472,433317,3,2019-10-08,19:36:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
68A1448,424123,444024,2,2019-10-08,18:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,21
68A1357,430930,436028,1,2019-10-08,17:40:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,47
69A0231,423348,438153,2,2019-10-09,07:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,35
69A0801,429960,428086,2,2019-10-09,13:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,20
69A1264,427201,433656,2,2019-10-09,17:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,19
69A1007,429744,436495,2,2019-10-09,15:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,40
69A0801,429960,428086,2,2019-10-09,13:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,31
69A0020,429962,430875,2,2019-10-09,00:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,19
69A0020,429962,430875,2,2019-10-09,00:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,24
69A1458,428804,433315,3,2019-10-09,18:27:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,28
69A0368,425552,436387,2,2019-10-09,09:18:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,32
69A0801,429960,428086,2,2019-10-09,13:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Passenger,Serious,Male,19
69A1391,427431,432849,2,2019-10-09,10:02:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
6AA0446,428026,436011,2,2019-10-10,09:07:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,33
6AA0296,424375,439036,1,2019-10-10,08:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,27
6AA0233,414747,442825,2,2019-10-10,07:49:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Serious,Male,55
6AA0771,427199,430650,2,2019-10-10,11:00:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,33
6BA1743,424438,442066,1,2019-10-11,20:00:00,Unclassified,Wet/Damp,Darkness: No street lighting,Raining with high winds,Car,Passenger,Slight,Female,18
6BA1770,421547,428506,2,2019-10-11,20:16:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,50
6BA1743,424438,442066,1,2019-10-11,20:00:00,Unclassified,Wet/Damp,Darkness: No street lighting,Raining with high winds,Car,Driver,Slight,Male,19
6CA0272,428045,432828,1,2019-10-12,07:55:00,B,Wet/Damp,Daylight: Street lights present,Fine with high winds,Car,Pedestrian,Slight,Male,15
6CD0857,423739,437384,1,2019-10-12,07:30:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Pedestrian,Slight,Male,65
6CA1466,428845,430209,1,2019-10-12,18:23:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Pedestrian,Slight,Male,23
6CA1555,426021,427782,1,2019-10-12,19:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Pedestrian,Serious,Female,81
6CA1466,428845,430209,1,2019-10-12,18:23:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Pedestrian,Slight,Male,27
6CA1268,430436,431014,3,2019-10-12,16:51:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,32
